epoch,avg_loss,avg_revenue,avg_peak_kWh,avg_td_loss
44,3.649521299765977,12.529585395307059,8.089553347536514,0.2509411519406602
45,3.647372079909104,12.531734615163929,8.089553347536514,0.24949007435111423
46,3.6042571293840764,12.574849565688952,8.089553347536514,0.24776496236075024
47,3.7047364670723884,12.474370228000648,8.089553347536514,0.2436023040311805
48,3.6100204186684026,12.569086276404631,8.089553347536514,0.24469656286120472
49,3.6481182082169323,12.5309884868561,8.089553347536514,0.2464962845750803
50,3.5604441798678015,12.618662515205237,8.089553347536514,0.24356258957184132
51,3.6532717569488073,12.525834938124229,8.089553347536514,0.24591152746064893
52,3.6848869691195976,12.494219725953439,8.089553347536514,0.24388873248367066
53,3.6246302218273683,12.554476473245659,8.089553347536514,0.24403011448611817
54,3.553580122008563,12.62552657306447,8.089553347536514,0.24453941196891027
55,3.5860137394024414,12.593092955670592,8.089553347536514,0.2468922712792381
56,3.603612550427718,12.575494144645319,8.089553347536514,0.2478919706158693
57,3.5548357379277666,12.624270957145267,8.089553347536514,0.24590294489390133
58,3.4827553322425686,12.69677838789728,8.089766860069926,0.24600516759357444
59,3.643621359663384,12.535485335409657,8.089553347536514,0.24291922024500914
60,3.6442764372433083,12.53483025782973,8.089553347536514,0.2406154185382207
61,3.499875499324892,12.679231195748141,8.089553347536514,0.2433523828560374
62,3.55609177708867,12.623014917984376,8.089553347536514,0.24327982421669547
63,3.5638453546740685,12.615261340398964,8.089553347536514,0.24381630887881195
64,3.6044722344167703,12.57463446065626,8.089553347536514,0.2415993814005394
65,3.6296903377699112,12.549416357303123,8.089553347536514,0.24456034270606822
66,3.502742723109992,12.67636397196304,8.089553347536514,0.2437089834205578
67,3.550349983859612,12.628756711213429,8.089553347536514,0.24330951914627313
68,3.482342913068136,12.696763782004897,8.089553347536514,0.24238968977926942
69,3.502631778969873,12.676474916103155,8.089553347536514,0.24432600677171476
70,3.5873384682262732,12.591768226846757,8.089553347536514,0.24332096456343014
71,3.5319969256790706,12.647109769393962,8.089553347536514,0.23780391175390184
72,3.589061809287217,12.590044885785826,8.089553347536514,0.24553320885874508
73,3.5755783926450677,12.603528302427975,8.089553347536514,0.2447509811297299
74,3.4862692347239683,12.692837460349061,8.089553347536514,0.24579231038551702
75,3.5412019706942255,12.63790472437881,8.089553347536514,0.2468501905898515
76,3.6533333717592957,12.525773323313736,8.089553347536514,0.24051952802627172
77,3.5193861482496294,12.660147571890224,8.089766860069926,0.24312696108466145
78,3.6168541290989786,12.56225256597405,8.089553347536514,0.2419215814483215
79,3.4888465274202938,12.690260167652733,8.089553347536514,0.24570384192955474
80,3.591856629159443,12.587250065913592,8.089553347536514,0.2423341718699458
81,3.580327452183587,12.598779242889448,8.089553347536514,0.24665164335136353
82,3.528621257794336,12.6504854372787,8.089553347536514,0.24578611328795796
83,3.5003814322117854,12.678725262861242,8.089553347536514,0.24152861063684167
84,3.5159632117985686,12.66314348327446,8.089553347536514,0.23966552922705903
85,3.551963437641294,12.62714325743174,8.089553347536514,0.24233319552970078
86,3.507739839280126,12.671366855792906,8.089553347536514,0.24229409425699494
87,3.548798929972732,12.630470597545406,8.089634763759067,0.24381719700732116
88,3.613796667065646,12.565310028007385,8.089553347536514,0.24432905504735528
89,3.5891159903890553,12.589990704683983,8.089553347536514,0.24280077412108247
90,3.5470259404348967,12.632080754638126,8.089553347536514,0.2419679911679269
91,3.529869432133538,12.649237262939492,8.089553347536514,0.243982420360229
92,3.5773639149421523,12.601742780130888,8.089553347536514,0.2435199078961189
93,3.621138930659799,12.557967764413235,8.089553347536514,0.24451855803304065
94,3.5508943912848743,12.628212303788152,8.089553347536514,0.24095075806018368
95,3.6049606940344514,12.574146001038581,8.089553347536514,0.24456995188866462
96,3.59516041429,12.583946280783035,8.089553347536514,0.2468693946488974
97,3.550503471125367,12.628603223947673,8.089553347536514,0.24379399807958055
98,3.638098665038841,12.541008030034192,8.089553347536514,0.23860629559263152
99,3.521833711891311,12.657272983181718,8.089553347536514,0.23706181620528202
100,3.565562524262301,12.613544170810737,8.089553347536514,0.24007981359510935
