epoch,avg_loss,avg_revenue,avg_peak_kWh,avg_td_loss
1,5.108784125098911,11.070322569974127,8.089553347536514,0.1588395886490881
2,5.622810591050611,10.556296104022417,8.089553347536514,0.2586945709461178
3,5.135896197857024,11.044195247469338,8.090045722663177,0.23996109702683285
4,4.834851578853654,11.344255116219383,8.089553347536514,0.2448545629230329
5,4.7574262106117775,11.422107509528086,8.089766860069926,0.2524193740099229
6,4.635911550851253,11.543195144221785,8.089553347536514,0.2492002270607634
7,4.628081569539297,11.551025125533739,8.089553347536514,0.24058287066538436
8,4.45862045577098,11.720486239302065,8.089553347536514,0.23865535034829716
9,4.48077144074944,11.698335254323597,8.089553347536514,0.2445603935833123
10,4.369526869685155,11.809579825387875,8.089553347536514,0.2460206766041549
11,4.373323544665768,11.805783150407272,8.089553347536514,0.24687313078912962
12,4.281373557618874,11.897733137454162,8.089553347536514,0.2456125809699192
13,4.132368763854992,12.046737931218052,8.089553347536514,0.24277551050291804
14,4.181578460068131,11.997528235004905,8.089553347536514,0.2412086569714888
15,4.163838180657738,12.0152685144153,8.089553347536514,0.24246491368490278
16,4.141218214603316,12.037888480469716,8.089553347536514,0.24174884274167638
17,3.919288453342137,12.259818241730896,8.089553347536514,0.24842146636252505
18,3.9591863016687636,12.219920393404273,8.089553347536514,0.24743409967449884
19,3.9092120605630636,12.270057466955082,8.089634763759067,0.24451367836377214
20,4.008514258970604,12.17059243610244,8.089553347536514,0.2430431325668071
21,4.009354581975661,12.169752113097385,8.089553347536514,0.2430209178155739
22,3.9497640531940634,12.229342641878972,8.089553347536514,0.24369987600143822
23,3.982851346982344,12.19625534809069,8.089553347536514,0.24223875777507978
24,3.851096082923,12.328010612150035,8.089553347536514,0.2509954475672078
25,3.858350282308799,12.320756412764235,8.089553347536514,0.24823719606243502
26,3.7986731117743857,12.380433583298647,8.089553347536514,0.24126557717489083
27,4.006374822228087,12.17273187284495,8.089553347536514,0.24427944365543142
28,3.9320608225927853,12.247045872480252,8.089553347536514,0.24442600725616606
29,3.851311348398246,12.327795346674788,8.089553347536514,0.2479673430554056
30,3.8590007730601585,12.32010592201287,8.089553347536514,0.2448579167267353
31,3.820942604893563,12.358164090179466,8.089553347536514,0.23964918718160724
32,3.8212551947536935,12.357851500319331,8.089553347536514,0.24262416953678684
33,3.732001625355524,12.447105069717507,8.089553347536514,0.24680331010898224
34,3.780497046935394,12.398609648137638,8.089553347536514,0.24501653917126465
35,3.7217583065186504,12.45734838855438,8.089553347536514,0.24347583638245934
36,3.6582438391087977,12.520862855964237,8.089553347536514,0.24786791186595097
37,3.6662094022220995,12.512897292850923,8.089553347536514,0.24407814617558815
38,3.7942752102985646,12.384831484774466,8.089553347536514,0.23762446332255996
39,3.699086099527044,12.480020595545989,8.089553347536514,0.24476457334994392
40,3.7115163639581894,12.467753163559951,8.089634763759067,0.2473390085761169
41,3.6663813640952836,12.512725330977744,8.089553347536514,0.24593263191783915
42,3.7501943824211637,12.428912312651866,8.089553347536514,0.24641925655014846
43,3.743309203421587,12.435797491651453,8.089553347536514,0.24626327000115705
